physical_quantity,power
type,active
2011-04-21 00:00:00,7.0
2011-04-21 00:00:04,7.0
2011-04-21 00:00:07,7.0
2011-04-21 00:00:10,6.0
2011-04-21 00:00:14,7.0
2011-04-21 00:00:23,7.0
2011-04-21 00:00:26,7.0
2011-04-21 00:00:30,7.0
2011-04-21 00:00:33,6.0
2011-04-21 00:00:36,7.0
2011-04-21 00:00:40,7.0
2011-04-21 00:00:43,7.0
2011-04-21 00:00:47,6.0
2011-04-21 00:00:50,6.0
2011-04-21 00:00:54,7.0
2011-04-21 00:00:57,7.0
2011-04-21 00:01:01,7.0
2011-04-21 00:01:04,6.0
2011-04-21 00:01:08,7.0
2011-04-21 00:01:11,6.0
2011-04-21 00:01:20,6.0
2011-04-21 00:01:24,7.0
2011-04-21 00:01:28,6.0
2011-04-21 00:01:31,6.0
2011-04-21 00:01:35,6.0
2011-04-21 00:01:38,7.0
2011-04-21 00:01:41,6.0
2011-04-21 00:01:45,6.0
2011-04-21 00:01:48,6.0
2011-04-21 00:01:52,6.0
2011-04-21 00:01:55,7.0
2011-04-21 00:01:59,7.0
2011-04-21 00:02:02,7.0
2011-04-21 00:02:06,6.0
2011-04-21 00:02:09,6.0
2011-04-21 00:02:12,6.0
2011-04-21 00:02:21,7.0
2011-04-21 00:02:25,7.0
2011-04-21 00:02:28,6.0
2011-04-21 00:02:32,6.0
2011-04-21 00:02:35,7.0
2011-04-21 00:02:39,6.0
2011-04-21 00:02:42,6.0
2011-04-21 00:02:46,7.0
2011-04-21 00:02:49,7.0
2011-04-21 00:02:53,6.0
2011-04-21 00:02:56,7.0
2011-04-21 00:02:59,7.0
2011-04-21 00:03:03,7.0
2011-04-21 00:03:06,7.0
2011-04-21 00:03:10,6.0
2011-04-21 00:03:13,6.0
2011-04-21 00:03:22,6.0
2011-04-21 00:03:25,7.0
2011-04-21 00:03:29,6.0
2011-04-21 00:03:32,6.0
2011-04-21 00:03:36,7.0
2011-04-21 00:03:39,6.0
2011-04-21 00:03:43,7.0
2011-04-21 00:03:46,6.0
2011-04-21 00:03:50,7.0
2011-04-21 00:03:53,6.0
2011-04-21 00:03:57,6.0
2011-04-21 00:04:00,7.0
2011-04-21 00:04:03,7.0
2011-04-21 00:04:07,6.0
2011-04-21 00:04:10,7.0
2011-04-21 00:04:14,7.0
2011-04-21 00:04:23,7.0
2011-04-21 00:04:26,6.0
2011-04-21 00:04:29,7.0
2011-04-21 00:04:33,7.0
2011-04-21 00:04:36,6.0
2011-04-21 00:04:40,6.0
2011-04-21 00:04:43,7.0
2011-04-21 00:04:47,7.0
2011-04-21 00:04:50,7.0
2011-04-21 00:04:53,7.0
2011-04-21 00:04:57,7.0
2011-04-21 00:05:00,6.0
2011-04-21 00:05:04,7.0
2011-04-21 00:05:07,6.0
2011-04-21 00:05:11,6.0
2011-04-21 00:05:14,7.0
2011-04-21 00:05:23,7.0
2011-04-21 00:05:26,7.0
2011-04-21 00:05:30,7.0
2011-04-21 00:05:33,7.0
2011-04-21 00:05:37,6.0
2011-04-21 00:05:40,6.0
2011-04-21 00:05:44,6.0
2011-04-21 00:05:47,6.0
2011-04-21 00:05:50,7.0
2011-04-21 00:05:54,6.0
2011-04-21 00:05:57,7.0
2011-04-21 00:06:01,6.0
2011-04-21 00:06:04,6.0
2011-04-21 00:06:08,7.0
2011-04-21 00:06:11,6.0
2011-04-21 00:06:20,6.0
2011-04-21 00:06:23,6.0
2011-04-21 00:06:27,7.0
2011-04-21 00:06:30,7.0
2011-04-21 00:06:34,7.0
2011-04-21 00:06:37,6.0
2011-04-21 00:06:41,6.0
2011-04-21 00:06:44,6.0
2011-04-21 00:06:48,6.0
2011-04-21 00:06:51,6.0
2011-04-21 00:06:55,6.0
2011-04-21 00:06:58,6.0
2011-04-21 00:07:02,7.0
2011-04-21 00:07:05,6.0
2011-04-21 00:07:08,7.0
2011-04-21 00:07:12,6.0
2011-04-21 00:07:21,6.0
2011-04-21 00:07:24,6.0
2011-04-21 00:07:28,7.0
2011-04-21 00:07:31,6.0
2011-04-21 00:07:35,7.0
2011-04-21 00:07:38,6.0
2011-04-21 00:07:42,6.0
2011-04-21 00:07:45,6.0
2011-04-21 00:07:48,6.0
2011-04-21 00:07:52,6.0
2011-04-21 00:07:55,6.0
2011-04-21 00:07:59,7.0
2011-04-21 00:08:02,6.0
2011-04-21 00:08:06,7.0
2011-04-21 00:08:09,6.0
2011-04-21 00:08:13,6.0
2011-04-21 00:08:21,6.0
2011-04-21 00:08:25,7.0
2011-04-21 00:08:28,6.0
2011-04-21 00:08:32,6.0
2011-04-21 00:08:35,6.0
2011-04-21 00:08:39,6.0
2011-04-21 00:08:42,6.0
2011-04-21 00:08:46,6.0
2011-04-21 00:08:49,6.0
2011-04-21 00:08:53,6.0
2011-04-21 00:08:56,6.0
2011-04-21 00:09:00,7.0
2011-04-21 00:09:03,6.0
2011-04-21 00:09:06,6.0
2011-04-21 00:09:10,6.0
2011-04-21 00:09:13,7.0
2011-04-21 00:09:22,6.0
2011-04-21 00:09:26,6.0
2011-04-21 00:09:29,6.0
2011-04-21 00:09:33,7.0
2011-04-21 00:09:36,6.0
2011-04-21 00:09:39,6.0
2011-04-21 00:09:43,7.0
2011-04-21 00:09:46,7.0
2011-04-21 00:09:50,6.0
2011-04-21 00:09:53,7.0
2011-04-21 00:09:57,6.0
2011-04-21 00:10:00,6.0
2011-04-21 00:10:04,7.0
2011-04-21 00:10:07,7.0
2011-04-21 00:10:11,7.0
2011-04-21 00:10:14,7.0
2011-04-21 00:10:23,7.0
2011-04-21 00:10:26,7.0
2011-04-21 00:10:30,6.0
2011-04-21 00:10:33,7.0
2011-04-21 00:10:37,6.0
2011-04-21 00:10:40,6.0
2011-04-21 00:10:44,6.0
2011-04-21 00:10:47,6.0
2011-04-21 00:10:50,6.0
2011-04-21 00:10:54,7.0
2011-04-21 00:10:57,7.0
2011-04-21 00:11:01,7.0
2011-04-21 00:11:04,6.0
2011-04-21 00:11:08,7.0
2011-04-21 00:11:11,7.0
2011-04-21 00:11:20,6.0
2011-04-21 00:11:23,6.0
2011-04-21 00:11:27,6.0
2011-04-21 00:11:30,6.0
2011-04-21 00:11:34,6.0
2011-04-21 00:11:37,6.0
2011-04-21 00:11:41,6.0
2011-04-21 00:11:44,6.0
2011-04-21 00:11:47,6.0
2011-04-21 00:11:51,6.0
2011-04-21 00:11:54,6.0
2011-04-21 00:11:58,6.0
2011-04-21 00:12:01,6.0
2011-04-21 00:12:05,6.0
2011-04-21 00:12:08,7.0
2011-04-21 00:12:12,7.0
2011-04-21 00:12:20,6.0
2011-04-21 00:12:24,6.0
2011-04-21 00:12:27,7.0
2011-04-21 00:12:31,7.0
2011-04-21 00:12:34,6.0
2011-04-21 00:12:38,6.0
2011-04-21 00:12:41,6.0
2011-04-21 00:12:45,6.0
2011-04-21 00:12:48,6.0
2011-04-21 00:12:52,7.0
2011-04-21 00:12:55,6.0
2011-04-21 00:12:59,6.0
2011-04-21 00:13:02,7.0
2011-04-21 00:13:05,6.0
2011-04-21 00:13:09,7.0
2011-04-21 00:13:12,7.0
2011-04-21 00:13:21,6.0
2011-04-21 00:13:25,7.0
2011-04-21 00:13:28,7.0
2011-04-21 00:13:31,7.0
2011-04-21 00:13:35,7.0
2011-04-21 00:13:38,6.0
2011-04-21 00:13:42,6.0
2011-04-21 00:13:45,6.0
2011-04-21 00:13:49,7.0
2011-04-21 00:13:52,7.0
2011-04-21 00:13:56,7.0
2011-04-21 00:13:59,6.0
2011-04-21 00:14:03,7.0
2011-04-21 00:14:06,7.0
2011-04-21 00:14:10,7.0
2011-04-21 00:14:13,6.0
2011-04-21 00:14:22,6.0
2011-04-21 00:14:26,6.0
2011-04-21 00:14:29,7.0
2011-04-21 00:14:32,7.0
2011-04-21 00:14:36,7.0
2011-04-21 00:14:39,6.0
2011-04-21 00:14:43,7.0
2011-04-21 00:14:46,7.0
2011-04-21 00:14:50,7.0
2011-04-21 00:14:53,7.0
2011-04-21 00:14:57,6.0
2011-04-21 00:15:00,6.0
2011-04-21 00:15:03,6.0
2011-04-21 00:15:07,6.0
2011-04-21 00:15:10,6.0
2011-04-21 00:15:14,6.0
2011-04-21 00:15:23,7.0
2011-04-21 00:15:27,7.0
2011-04-21 00:15:30,7.0
2011-04-21 00:15:34,6.0
2011-04-21 00:15:37,7.0
2011-04-21 00:15:40,7.0
2011-04-21 00:15:44,7.0
2011-04-21 00:15:47,7.0
2011-04-21 00:15:51,7.0
2011-04-21 00:15:54,6.0
2011-04-21 00:15:58,6.0
2011-04-21 00:16:01,6.0
2011-04-21 00:16:05,7.0
2011-04-21 00:16:08,7.0
2011-04-21 00:16:11,6.0
2011-04-21 00:16:20,6.0
2011-04-21 00:16:24,6.0
2011-04-21 00:16:27,6.0
2011-04-21 00:16:31,7.0
2011-04-21 00:16:34,7.0
2011-04-21 00:16:38,6.0
2011-04-21 00:16:41,7.0
2011-04-21 00:16:45,6.0
2011-04-21 00:16:48,6.0
2011-04-21 00:16:51,6.0
2011-04-21 00:16:55,6.0
2011-04-21 00:16:58,7.0
2011-04-21 00:17:02,6.0
2011-04-21 00:17:05,7.0
2011-04-21 00:17:09,7.0
2011-04-21 00:17:12,7.0
2011-04-21 00:17:21,7.0
2011-04-21 00:17:24,6.0
2011-04-21 00:17:27,6.0
2011-04-21 00:17:31,7.0
2011-04-21 00:17:34,7.0
2011-04-21 00:17:38,7.0
2011-04-21 00:17:41,6.0
2011-04-21 00:17:45,7.0
2011-04-21 00:17:48,6.0
2011-04-21 00:17:52,7.0
2011-04-21 00:17:55,6.0
2011-04-21 00:17:59,6.0
2011-04-21 00:18:02,6.0
2011-04-21 00:18:05,7.0
2011-04-21 00:18:09,6.0
2011-04-21 00:18:12,6.0
2011-04-21 00:18:21,6.0
2011-04-21 00:18:25,7.0
2011-04-21 00:18:28,6.0
2011-04-21 00:18:32,7.0
2011-04-21 00:18:35,7.0
2011-04-21 00:18:38,7.0
2011-04-21 00:18:42,6.0
2011-04-21 00:18:45,6.0
2011-04-21 00:18:49,6.0
2011-04-21 00:18:52,6.0
2011-04-21 00:18:56,6.0
2011-04-21 00:18:59,6.0
2011-04-21 00:19:02,6.0
2011-04-21 00:19:06,7.0
2011-04-21 00:19:09,6.0
2011-04-21 00:19:13,7.0
2011-04-21 00:19:21,6.0
2011-04-21 00:19:25,7.0
2011-04-21 00:19:28,7.0
2011-04-21 00:19:32,7.0
2011-04-21 00:19:35,6.0
2011-04-21 00:19:39,7.0
2011-04-21 00:19:42,7.0
2011-04-21 00:19:46,6.0
2011-04-21 00:19:49,6.0
2011-04-21 00:19:52,7.0
2011-04-21 00:19:56,6.0
2011-04-21 00:19:59,6.0
2011-04-21 00:20:03,6.0
2011-04-21 00:20:06,6.0
2011-04-21 00:20:10,7.0
2011-04-21 00:20:13,6.0
2011-04-21 00:20:22,6.0
2011-04-21 00:20:25,7.0
2011-04-21 00:20:29,7.0
2011-04-21 00:20:32,6.0
2011-04-21 00:20:36,7.0
2011-04-21 00:20:39,7.0
2011-04-21 00:20:43,7.0
2011-04-21 00:20:46,6.0
2011-04-21 00:20:50,6.0
2011-04-21 00:20:53,6.0
2011-04-21 00:20:57,6.0
2011-04-21 00:21:00,6.0
2011-04-21 00:21:04,6.0
2011-04-21 00:21:07,6.0
2011-04-21 00:21:10,7.0
2011-04-21 00:21:14,7.0
2011-04-21 00:21:23,7.0
2011-04-21 00:21:26,7.0
2011-04-21 00:21:30,6.0
2011-04-21 00:21:33,7.0
2011-04-21 00:21:36,7.0
2011-04-21 00:21:40,6.0
2011-04-21 00:21:43,7.0
2011-04-21 00:21:47,6.0
2011-04-21 00:21:50,6.0
2011-04-21 00:21:53,7.0
2011-04-21 00:21:57,7.0
2011-04-21 00:22:00,7.0
2011-04-21 00:22:04,6.0
2011-04-21 00:22:07,7.0
2011-04-21 00:22:11,7.0
2011-04-21 00:22:14,7.0
2011-04-21 00:22:23,7.0
2011-04-21 00:22:26,6.0
2011-04-21 00:22:30,6.0
2011-04-21 00:22:33,6.0
2011-04-21 00:22:37,6.0
2011-04-21 00:22:40,7.0
2011-04-21 00:22:44,7.0
2011-04-21 00:22:47,6.0
2011-04-21 00:22:50,7.0
2011-04-21 00:22:54,7.0
2011-04-21 00:22:58,7.0
2011-04-21 00:23:01,7.0
2011-04-21 00:23:04,6.0
2011-04-21 00:23:08,6.0
2011-04-21 00:23:11,7.0
2011-04-21 00:23:20,6.0
2011-04-21 00:23:24,6.0
2011-04-21 00:23:27,7.0
2011-04-21 00:23:31,7.0
2011-04-21 00:23:34,6.0
2011-04-21 00:23:38,6.0
2011-04-21 00:23:41,6.0
2011-04-21 00:23:45,6.0
2011-04-21 00:23:48,7.0
2011-04-21 00:23:51,6.0
2011-04-21 00:23:55,6.0
2011-04-21 00:23:58,6.0
2011-04-21 00:24:02,6.0
2011-04-21 00:24:05,7.0
2011-04-21 00:24:09,6.0
2011-04-21 00:24:12,6.0
2011-04-21 00:24:21,7.0
2011-04-21 00:24:24,7.0
2011-04-21 00:24:28,6.0
2011-04-21 00:24:31,7.0
2011-04-21 00:24:35,7.0
2011-04-21 00:24:38,6.0
2011-04-21 00:24:42,6.0
2011-04-21 00:24:45,7.0
2011-04-21 00:24:48,6.0
2011-04-21 00:24:52,6.0
2011-04-21 00:24:55,7.0
2011-04-21 00:24:59,6.0
2011-04-21 00:25:02,7.0
2011-04-21 00:25:06,6.0
2011-04-21 00:25:09,6.0
2011-04-21 00:25:13,6.0
2011-04-21 00:25:21,6.0
2011-04-21 00:25:25,7.0
2011-04-21 00:25:28,6.0
