physical_quantity,power
type,active
2011-04-21 00:00:00,4.0
2011-04-21 00:00:04,4.0
2011-04-21 00:00:07,4.0
2011-04-21 00:00:11,4.0
2011-04-21 00:00:19,4.0
2011-04-21 00:00:23,4.0
2011-04-21 00:00:26,5.0
2011-04-21 00:00:30,4.0
2011-04-21 00:00:33,4.0
2011-04-21 00:00:37,4.0
2011-04-21 00:00:40,4.0
2011-04-21 00:00:44,4.0
2011-04-21 00:00:47,4.0
2011-04-21 00:00:50,4.0
2011-04-21 00:00:54,5.0
2011-04-21 00:00:57,4.0
2011-04-21 00:01:00,4.0
2011-04-21 00:01:04,4.0
2011-04-21 00:01:07,4.0
2011-04-21 00:01:11,4.0
2011-04-21 00:01:19,4.0
2011-04-21 00:01:23,4.0
2011-04-21 00:01:26,4.0
2011-04-21 00:01:30,4.0
2011-04-21 00:01:33,4.0
2011-04-21 00:01:37,4.0
2011-04-21 00:01:40,5.0
2011-04-21 00:01:43,4.0
2011-04-21 00:01:47,4.0
2011-04-21 00:01:50,4.0
2011-04-21 00:01:54,4.0
2011-04-21 00:01:57,4.0
2011-04-21 00:02:01,4.0
2011-04-21 00:02:04,4.0
2011-04-21 00:02:07,4.0
2011-04-21 00:02:11,4.0
2011-04-21 00:02:19,4.0
2011-04-21 00:02:23,4.0
2011-04-21 00:02:26,4.0
2011-04-21 00:02:30,4.0
2011-04-21 00:02:33,4.0
2011-04-21 00:02:37,4.0
2011-04-21 00:02:40,4.0
2011-04-21 00:02:44,4.0
2011-04-21 00:02:47,4.0
2011-04-21 00:02:50,4.0
2011-04-21 00:02:54,4.0
2011-04-21 00:02:57,5.0
2011-04-21 00:03:01,4.0
2011-04-21 00:03:04,4.0
2011-04-21 00:03:08,5.0
2011-04-21 00:03:11,5.0
2011-04-21 00:03:20,4.0
2011-04-21 00:03:23,4.0
2011-04-21 00:03:27,5.0
2011-04-21 00:03:30,4.0
2011-04-21 00:03:33,4.0
2011-04-21 00:03:37,4.0
2011-04-21 00:03:40,4.0
2011-04-21 00:03:44,4.0
2011-04-21 00:03:47,4.0
2011-04-21 00:03:51,4.0
2011-04-21 00:03:54,4.0
2011-04-21 00:03:57,4.0
2011-04-21 00:04:01,4.0
2011-04-21 00:04:04,4.0
2011-04-21 00:04:08,4.0
2011-04-21 00:04:11,4.0
2011-04-21 00:04:20,4.0
2011-04-21 00:04:23,4.0
2011-04-21 00:04:27,4.0
2011-04-21 00:04:30,5.0
2011-04-21 00:04:33,4.0
2011-04-21 00:04:37,4.0
2011-04-21 00:04:40,4.0
2011-04-21 00:04:44,4.0
2011-04-21 00:04:47,5.0
2011-04-21 00:04:50,4.0
2011-04-21 00:04:54,4.0
2011-04-21 00:04:57,4.0
2011-04-21 00:05:01,4.0
2011-04-21 00:05:04,4.0
2011-04-21 00:05:08,5.0
2011-04-21 00:05:11,4.0
2011-04-21 00:05:20,4.0
2011-04-21 00:05:23,4.0
2011-04-21 00:05:26,4.0
2011-04-21 00:05:30,4.0
2011-04-21 00:05:33,4.0
2011-04-21 00:05:37,4.0
2011-04-21 00:05:40,4.0
2011-04-21 00:05:43,5.0
2011-04-21 00:05:47,4.0
2011-04-21 00:05:50,4.0
2011-04-21 00:05:54,4.0
2011-04-21 00:05:57,4.0
2011-04-21 00:06:00,4.0
2011-04-21 00:06:04,4.0
2011-04-21 00:06:07,4.0
2011-04-21 00:06:11,4.0
2011-04-21 00:06:20,4.0
2011-04-21 00:06:23,4.0
2011-04-21 00:06:26,4.0
2011-04-21 00:06:30,4.0
2011-04-21 00:06:33,4.0
2011-04-21 00:06:37,4.0
2011-04-21 00:06:40,4.0
2011-04-21 00:06:44,4.0
2011-04-21 00:06:47,4.0
2011-04-21 00:06:50,4.0
2011-04-21 00:06:54,4.0
2011-04-21 00:06:57,4.0
2011-04-21 00:07:01,4.0
2011-04-21 00:07:04,5.0
2011-04-21 00:07:07,4.0
2011-04-21 00:07:11,4.0
2011-04-21 00:07:19,4.0
2011-04-21 00:07:23,4.0
2011-04-21 00:07:26,4.0
2011-04-21 00:07:30,4.0
2011-04-21 00:07:33,4.0
2011-04-21 00:07:37,4.0
2011-04-21 00:07:40,5.0
2011-04-21 00:07:43,4.0
2011-04-21 00:07:47,4.0
2011-04-21 00:07:50,4.0
2011-04-21 00:07:53,4.0
2011-04-21 00:07:57,4.0
2011-04-21 00:08:00,4.0
2011-04-21 00:08:04,4.0
2011-04-21 00:08:07,5.0
2011-04-21 00:08:11,4.0
2011-04-21 00:08:20,5.0
2011-04-21 00:08:24,4.0
2011-04-21 00:08:27,4.0
2011-04-21 00:08:30,4.0
2011-04-21 00:08:34,4.0
2011-04-21 00:08:37,4.0
2011-04-21 00:08:41,4.0
2011-04-21 00:08:44,4.0
2011-04-21 00:08:47,4.0
2011-04-21 00:08:51,4.0
2011-04-21 00:08:54,4.0
2011-04-21 00:08:58,4.0
2011-04-21 00:09:01,4.0
2011-04-21 00:09:05,4.0
2011-04-21 00:09:08,4.0
2011-04-21 00:09:11,4.0
2011-04-21 00:09:20,4.0
2011-04-21 00:09:24,4.0
2011-04-21 00:09:27,4.0
2011-04-21 00:09:30,4.0
2011-04-21 00:09:34,4.0
2011-04-21 00:09:37,4.0
2011-04-21 00:09:41,5.0
