physical_quantity,power
type,active
2011-04-21 00:00:02,1.0
2011-04-21 00:00:06,1.0
2011-04-21 00:00:09,1.0
2011-04-21 00:00:13,1.0
2011-04-21 00:00:16,0.0
2011-04-21 00:00:19,1.0
2011-04-21 00:00:23,1.0
2011-04-21 00:00:26,1.0
2011-04-21 00:00:35,1.0
2011-04-21 00:00:38,1.0
2011-04-21 00:00:41,0.0
2011-04-21 00:00:45,0.0
2011-04-21 00:00:48,1.0
2011-04-21 00:00:52,1.0
2011-04-21 00:00:55,1.0
2011-04-21 00:00:59,1.0
2011-04-21 00:01:02,1.0
2011-04-21 00:01:06,0.0
2011-04-21 00:01:09,1.0
2011-04-21 00:01:12,1.0
2011-04-21 00:01:16,1.0
2011-04-21 00:01:19,1.0
2011-04-21 00:01:23,0.0
2011-04-21 00:01:26,0.0
2011-04-21 00:01:35,1.0
2011-04-21 00:01:38,1.0
2011-04-21 00:01:42,0.0
2011-04-21 00:01:45,1.0
2011-04-21 00:01:48,1.0
2011-04-21 00:01:52,0.0
2011-04-21 00:01:55,1.0
2011-04-21 00:01:59,1.0
2011-04-21 00:02:02,1.0
2011-04-21 00:02:06,0.0
2011-04-21 00:02:09,1.0
2011-04-21 00:02:13,1.0
2011-04-21 00:02:16,1.0
2011-04-21 00:02:19,1.0
2011-04-21 00:02:23,0.0
2011-04-21 00:02:26,0.0
2011-04-21 00:02:35,1.0
2011-04-21 00:02:38,1.0
2011-04-21 00:02:42,0.0
2011-04-21 00:02:45,0.0
2011-04-21 00:02:48,0.0
2011-04-21 00:02:52,0.0
2011-04-21 00:02:55,0.0
2011-04-21 00:02:59,1.0
2011-04-21 00:03:02,0.0
2011-04-21 00:03:06,1.0
2011-04-21 00:03:09,1.0
2011-04-21 00:03:12,0.0
2011-04-21 00:03:16,1.0
2011-04-21 00:03:19,0.0
2011-04-21 00:03:23,1.0
2011-04-21 00:03:26,1.0
2011-04-21 00:03:35,0.0
2011-04-21 00:03:38,0.0
2011-04-21 00:03:42,1.0
2011-04-21 00:03:45,1.0
2011-04-21 00:03:49,0.0
2011-04-21 00:03:52,1.0
2011-04-21 00:03:55,0.0
2011-04-21 00:03:59,1.0
2011-04-21 00:04:02,0.0
2011-04-21 00:04:05,1.0
2011-04-21 00:04:09,1.0
2011-04-21 00:04:12,0.0
2011-04-21 00:04:16,1.0
2011-04-21 00:04:19,1.0
2011-04-21 00:04:23,1.0
2011-04-21 00:04:32,1.0
2011-04-21 00:04:35,1.0
2011-04-21 00:04:39,0.0
2011-04-21 00:04:42,1.0
2011-04-21 00:04:46,1.0
2011-04-21 00:04:49,0.0
2011-04-21 00:04:52,1.0
2011-04-21 00:04:56,0.0
2011-04-21 00:04:59,1.0
2011-04-21 00:05:03,1.0
2011-04-21 00:05:06,0.0
2011-04-21 00:05:09,1.0
2011-04-21 00:05:13,1.0
2011-04-21 00:05:16,1.0
2011-04-21 00:05:20,1.0
2011-04-21 00:05:23,1.0
2011-04-21 00:05:32,1.0
2011-04-21 00:05:35,1.0
2011-04-21 00:05:39,1.0
2011-04-21 00:05:42,1.0
2011-04-21 00:05:46,1.0
2011-04-21 00:05:49,1.0
2011-04-21 00:05:53,1.0
2011-04-21 00:05:56,1.0
2011-04-21 00:05:59,1.0
2011-04-21 00:06:03,1.0
2011-04-21 00:06:06,1.0
2011-04-21 00:06:10,1.0
2011-04-21 00:06:13,1.0
2011-04-21 00:06:16,1.0
2011-04-21 00:06:20,0.0
2011-04-21 00:06:23,1.0
