timestamp,apparent,active,
2011-04-19 01:02:51-04:00,178.22334,142,
2011-04-19 01:02:54-04:00,176.92667,142,
2011-04-19 01:02:57-04:00,176.40332,142,
2011-04-19 01:03:00-04:00,175.65334,139,
2011-04-19 01:03:03-04:00,175.80667,139,
2011-04-19 01:03:06-04:00,175.96667,143,
2011-04-19 01:03:09-04:00,175.41333,143,
2011-04-19 01:03:12-04:00,175.57333,143,
2011-04-19 01:03:15-04:00,175.70667,143,
2011-04-19 01:03:18-04:00,175.37334,138,
2011-04-19 01:03:21-04:00,175.25334,141,
2011-04-19 01:03:24-04:00,175.41,140,
2011-04-19 01:03:27-04:00,175.68,139,
2011-04-19 01:03:30-04:00,175.19666,139,
2011-04-19 01:03:33-04:00,175.38,139,
2011-04-19 01:03:36-04:00,175.38333,138,
2011-04-19 01:03:39-04:00,175.00667,140,
2011-04-19 01:03:42-04:00,174.58667,140,
2011-04-19 01:03:45-04:00,174.72,140,
2011-04-19 01:03:48-04:00,175.14667,142,
2011-04-19 01:03:51-04:00,176.31334,142,
2011-04-19 01:03:54-04:00,174.75667,139,
2011-04-19 01:03:57-04:00,175.14333,139,
2011-04-19 01:04:00-04:00,175.14,140,
2011-04-19 01:04:03-04:00,174.94333,137,
2011-04-19 01:04:06-04:00,175.28,144,
2011-04-19 01:04:09-04:00,174.98668,144,
2011-04-19 01:04:12-04:00,174.84666,144,
2011-04-19 01:04:15-04:00,175.41666,138,
2011-04-19 01:04:18-04:00,174.77666,142,
2011-04-19 01:04:21-04:00,174.92,139,
2011-04-19 01:04:24-04:00,175.33334,140,
2011-04-19 01:04:27-04:00,174.72,140,
2011-04-19 01:04:30-04:00,175.19,138,
2011-04-19 01:04:33-04:00,175.42334,139,
2011-04-19 01:04:36-04:00,174.76999,142,
2011-04-19 01:04:39-04:00,175.40668,139,
2011-04-19 01:04:42-04:00,175.43,143,
2011-04-19 01:04:45-04:00,175.62334,139,
2011-04-19 01:04:48-04:00,175.71333,139,
2011-04-19 01:04:51-04:00,175.45667,139,
2011-04-19 01:04:54-04:00,175.45,140,
2011-04-19 01:04:57-04:00,175.74666,138,
2011-04-19 01:05:00-04:00,175.43,139,
2011-04-19 01:05:03-04:00,175.89667,145,
2011-04-19 01:05:06-04:00,175.69,139,
2011-04-19 01:05:09-04:00,175.42667,139,
2011-04-19 01:05:12-04:00,175.57333,139,
2011-04-19 01:05:15-04:00,175.3,142,
2011-04-19 01:05:18-04:00,175.45334,141,
2011-04-19 01:05:21-04:00,175.60666,141,
2011-04-19 01:05:24-04:00,175.57333,140,
2011-04-19 01:05:27-04:00,175.65,140,
2011-04-19 01:05:30-04:00,176.92667,138,
2011-04-19 01:05:33-04:00,176.70667,140,
2011-04-19 01:05:36-04:00,178.16335,143,
2011-04-19 01:05:39-04:00,176.86667,140,
2011-04-19 01:05:42-04:00,177.88667,143,
2011-04-19 01:05:45-04:00,177.21333,143,
2011-04-19 01:05:48-04:00,176.72,139,
2011-04-19 01:05:51-04:00,178.68332,143,
2011-04-19 01:05:54-04:00,175.60666,139,
2011-04-19 01:05:57-04:00,177.07,141,
2011-04-19 01:06:00-04:00,176.86,138,
2011-04-19 01:06:03-04:00,176.01334,138,
2011-04-19 01:06:06-04:00,178.03334,144,
2011-04-19 01:06:09-04:00,176.77666,144,
2011-04-19 01:06:12-04:00,175.98,144,
2011-04-19 01:06:15-04:00,177.01334,139,
2011-04-19 01:06:18-04:00,176.28667,139,
2011-04-19 01:06:21-04:00,176.54666,138,
2011-04-19 01:06:24-04:00,176.17,138,
2011-04-19 01:06:27-04:00,176.38998,142,
2011-04-19 01:06:30-04:00,176.78665,143,
2011-04-19 01:06:33-04:00,176.65,143,
2011-04-19 01:06:36-04:00,176.73666,143,
2011-04-19 01:06:39-04:00,176.73999,140,
2011-04-19 01:06:42-04:00,176.1,140,
2011-04-19 01:06:45-04:00,176.77,139,
2011-04-19 01:06:48-04:00,176.15,139,
2011-04-19 01:06:51-04:00,176.95001,142,
2011-04-19 01:06:54-04:00,176.36,144,
2011-04-19 01:06:57-04:00,174.77333,140,
2011-04-19 01:07:00-04:00,174.85333,138,
2011-04-19 01:07:03-04:00,174.34999,142,
2011-04-19 01:07:06-04:00,174.57333,142,
2011-04-19 01:07:09-04:00,175.32666,139,
2011-04-19 01:07:12-04:00,174.89334,139,
2011-04-19 01:07:15-04:00,174.60999,139,
2011-04-19 01:07:18-04:00,174.88666,139,
2011-04-19 01:07:21-04:00,175.73666,139,
2011-04-19 01:07:24-04:00,175.33667,140,
2011-04-19 01:07:27-04:00,175.33667,139,
2011-04-19 01:07:30-04:00,175.82999,139,
2011-04-19 01:07:33-04:00,175.20667,139,
2011-04-19 01:07:36-04:00,175.45999,139,
2011-04-19 01:07:39-04:00,175.70667,144,
2011-04-19 01:07:42-04:00,175.44666,140,
2011-04-19 01:07:45-04:00,175.35333,140,
2011-04-19 01:07:48-04:00,175.37,139,
2011-04-19 01:07:51-04:00,175.84665,140,
2011-04-19 01:07:54-04:00,175.29333,142,
2011-04-19 01:07:57-04:00,174.99667,139,
2011-04-19 01:08:00-04:00,175.89334,139,
2011-04-19 01:08:03-04:00,175.27,140,
2011-04-19 01:08:06-04:00,175.23999,140,
2011-04-19 01:08:09-04:00,175.46666,139,
2011-04-19 01:08:12-04:00,175.28,139,
2011-04-19 01:08:15-04:00,175.46666,139,
