timestamp,active
2011-04-18 09:00:00-04:00,0.06146531
2011-04-18 10:00:00-04:00,0.05713343
2011-04-18 11:00:00-04:00,0.05581756
2011-04-18 12:00:00-04:00,0.053250372
2011-04-18 13:00:00-04:00,0.011439051
2011-04-18 14:00:00-04:00,0.007891693
2011-04-18 15:00:00-04:00,0.012818118
2011-04-18 16:00:00-04:00,0.15739541
2011-04-18 17:00:00-04:00,0.058576934
2011-04-18 18:00:00-04:00,0.046167642
2011-04-18 19:00:00-04:00,0.06438787
2011-04-18 20:00:00-04:00,0.056633625
2011-04-18 21:00:00-04:00,0.042801112
2011-04-18 22:00:00-04:00,0.019921795
2011-04-18 23:00:00-04:00,0.07460946
2011-04-19 00:00:00-04:00,0.09743971
2011-04-19 01:00:00-04:00,0.16946596
2011-04-19 02:00:00-04:00,0.2310008
2011-04-19 03:00:00-04:00,0.17719159
2011-04-19 04:00:00-04:00,0.18449856
2011-04-19 05:00:00-04:00,0.1899859
2011-04-19 06:00:00-04:00,0.15512504
2011-04-19 07:00:00-04:00,0.18041769
2011-04-19 08:00:00-04:00,0.017708685
2011-04-19 09:00:00-04:00,0.0155543685
2011-04-19 10:00:00-04:00,0.11189067
2011-04-19 11:00:00-04:00,0.04002616
2011-04-19 12:00:00-04:00,0.028086077
2011-04-19 13:00:00-04:00,0.02402649
2011-04-19 14:00:00-04:00,0.02704465
2011-04-19 15:00:00-04:00,0.026868792
2011-04-19 16:00:00-04:00,0.118450075
2011-04-19 17:00:00-04:00,0.23458946
2011-04-19 18:00:00-04:00,0.1963023
2011-04-19 19:00:00-04:00,
2011-04-19 20:00:00-04:00,0.047824673
2011-04-19 21:00:00-04:00,0.027360193
2011-04-19 22:00:00-04:00,0.07363461
2011-04-19 23:00:00-04:00,0.058217138
2011-04-20 00:00:00-04:00,0.07071429
2011-04-20 01:00:00-04:00,0.096353374
2011-04-20 02:00:00-04:00,0.09011696
2011-04-20 03:00:00-04:00,0.09351035
2011-04-20 04:00:00-04:00,0.09571831
2011-04-20 05:00:00-04:00,0.09785878
2011-04-20 06:00:00-04:00,0.07010305
2011-04-20 07:00:00-04:00,0.059932612
2011-04-20 08:00:00-04:00,0.02247467
2011-04-20 09:00:00-04:00,0.0062856004
2011-04-20 10:00:00-04:00,0.0084647415
2011-04-20 11:00:00-04:00,0.07903993
2011-04-20 12:00:00-04:00,0.12626466
2011-04-20 13:00:00-04:00,0.033765323
2011-04-20 14:00:00-04:00,0.04637445
2011-04-20 15:00:00-04:00,0.113234475
2011-04-20 16:00:00-04:00,0.09360346
2011-04-20 17:00:00-04:00,0.05776232
2011-04-20 18:00:00-04:00,0.093438506
2011-04-20 19:00:00-04:00,0.1975774
2011-04-20 20:00:00-04:00,0.22435658
2011-04-20 21:00:00-04:00,0.19676226
2011-04-20 22:00:00-04:00,0.13360737
2011-04-20 23:00:00-04:00,0.14574847
2011-04-21 00:00:00-04:00,0.06904272
2011-04-21 01:00:00-04:00,0.07322459
2011-04-21 02:00:00-04:00,0.073268704
2011-04-21 03:00:00-04:00,0.07219959
2011-04-21 04:00:00-04:00,0.07221786
2011-04-21 05:00:00-04:00,0.07220745
2011-04-21 06:00:00-04:00,0.052183505
2011-04-21 07:00:00-04:00,0.06321361
2011-04-21 08:00:00-04:00,0.016706727
2011-04-21 09:00:00-04:00,0.022011021
2011-04-21 10:00:00-04:00,0.017124211
2011-04-21 11:00:00-04:00,0.020911278
2011-04-21 12:00:00-04:00,0.022398045
2011-04-21 13:00:00-04:00,0.020322904
2011-04-21 14:00:00-04:00,0.016026028
2011-04-21 15:00:00-04:00,0.05113447
2011-04-21 16:00:00-04:00,0.1784065
2011-04-21 17:00:00-04:00,0.07157889
2011-04-21 18:00:00-04:00,
2011-04-21 19:00:00-04:00,0.013757806
2011-04-21 20:00:00-04:00,0.027050786
2011-04-21 21:00:00-04:00,0.07114718
2011-04-21 22:00:00-04:00,0.08165858
2011-04-21 23:00:00-04:00,0.26295584
2011-04-22 00:00:00-04:00,0.28589326
2011-04-22 01:00:00-04:00,0.16889596
2011-04-22 02:00:00-04:00,0.18832408
2011-04-22 03:00:00-04:00,0.18284567
2011-04-22 04:00:00-04:00,0.18360642
2011-04-22 05:00:00-04:00,0.18405113
2011-04-22 06:00:00-04:00,0.07268701
2011-04-22 07:00:00-04:00,0.07206035
2011-04-22 08:00:00-04:00,0.10363003
2011-04-22 09:00:00-04:00,0.07336578
2011-04-22 10:00:00-04:00,0.014392219
2011-04-22 11:00:00-04:00,0.026962409
2011-04-22 12:00:00-04:00,0.01159322
2011-04-22 13:00:00-04:00,0.011984735
2011-04-22 14:00:00-04:00,0.0125298025
2011-04-22 15:00:00-04:00,0.010311691
2011-04-22 16:00:00-04:00,0.008941174
2011-04-22 17:00:00-04:00,0.016490025
2011-04-22 18:00:00-04:00,0.013906256
2011-04-22 19:00:00-04:00,0.0761308
2011-04-22 20:00:00-04:00,0.07604356
2011-04-22 21:00:00-04:00,0.20390992
2011-04-22 22:00:00-04:00,0.26434243
2011-04-22 23:00:00-04:00,0.232596
2011-04-23 00:00:00-04:00,0.18119931
2011-04-23 01:00:00-04:00,0.18088372
2011-04-23 02:00:00-04:00,0.19350876
2011-04-23 03:00:00-04:00,0.18221094
2011-04-23 04:00:00-04:00,0.1787582
2011-04-23 05:00:00-04:00,0.17035137
2011-04-23 06:00:00-04:00,0.10285368
2011-04-23 07:00:00-04:00,0.02275468
2011-04-23 08:00:00-04:00,0.17126581
2011-04-23 09:00:00-04:00,0.051438343
2011-04-23 10:00:00-04:00,0.07727158
2011-04-23 11:00:00-04:00,0.088605896
2011-04-23 12:00:00-04:00,0.09698012
2011-04-23 13:00:00-04:00,0.18256174
2011-04-23 14:00:00-04:00,0.1719148
2011-04-23 15:00:00-04:00,0.021339843
2011-04-23 16:00:00-04:00,0.010121143
2011-04-23 17:00:00-04:00,0.00609665
2011-04-23 18:00:00-04:00,0.03464512
2011-04-23 19:00:00-04:00,0.04559937
2011-04-23 20:00:00-04:00,0.11497935
2011-04-23 21:00:00-04:00,0.03563846
2011-04-23 22:00:00-04:00,0.04433588
2011-04-23 23:00:00-04:00,0.029210731
2011-04-24 00:00:00-04:00,0.18251047
2011-04-24 01:00:00-04:00,0.16825731
2011-04-24 02:00:00-04:00,0.16059145
2011-04-24 03:00:00-04:00,0.18654695
2011-04-24 04:00:00-04:00,0.17103715
2011-04-24 05:00:00-04:00,0.18104638
2011-04-24 06:00:00-04:00,0.17594378
2011-04-24 07:00:00-04:00,0.18063597
2011-04-24 08:00:00-04:00,0.12787274
2011-04-24 09:00:00-04:00,0.057200015
2011-04-24 10:00:00-04:00,0.017708981
2011-04-24 11:00:00-04:00,0.072443135
2011-04-24 12:00:00-04:00,0.13624379
2011-04-24 13:00:00-04:00,0.0067797084
2011-04-24 14:00:00-04:00,0.0056771
2011-04-24 15:00:00-04:00,0.019651767
2011-04-24 16:00:00-04:00,0.008004138
2011-04-24 17:00:00-04:00,0.040806975
2011-04-24 18:00:00-04:00,0.17377053
2011-04-24 19:00:00-04:00,0.19665971
2011-04-24 20:00:00-04:00,0.21947007
2011-04-24 21:00:00-04:00,0.1624717
2011-04-24 22:00:00-04:00,0.17783305
2011-04-24 23:00:00-04:00,0.18651065
2011-04-25 00:00:00-04:00,0.13388407
2011-04-25 01:00:00-04:00,0.15579545
2011-04-25 02:00:00-04:00,0.15187207
2011-04-25 03:00:00-04:00,0.13435087
2011-04-25 04:00:00-04:00,0.14135803
2011-04-25 05:00:00-04:00,0.1697404
2011-04-25 06:00:00-04:00,0.23357353
2011-04-25 07:00:00-04:00,0.20379761
2011-04-25 08:00:00-04:00,0.1641489
2011-04-25 09:00:00-04:00,0.24848755
2011-04-25 10:00:00-04:00,0.22920907
2011-04-25 11:00:00-04:00,0.22033271
2011-04-25 12:00:00-04:00,0.18121086
2011-04-25 13:00:00-04:00,0.014874604
2011-04-25 14:00:00-04:00,0.015838021
2011-04-25 15:00:00-04:00,0.012413452
2011-04-25 16:00:00-04:00,0.014936988
2011-04-25 17:00:00-04:00,0.046268374
2011-04-25 18:00:00-04:00,0.050996486
2011-04-25 19:00:00-04:00,0.0846697
2011-04-25 20:00:00-04:00,0.112049244
2011-04-25 21:00:00-04:00,0.08319563
2011-04-25 22:00:00-04:00,0.06936248
2011-04-25 23:00:00-04:00,0.21776643
2011-04-26 00:00:00-04:00,0.15761515
2011-04-26 01:00:00-04:00,0.14769332
2011-04-26 02:00:00-04:00,0.15407228
2011-04-26 03:00:00-04:00,0.17221858
2011-04-26 04:00:00-04:00,0.15695962
2011-04-26 05:00:00-04:00,0.1456711
2011-04-26 06:00:00-04:00,0.10726619
2011-04-26 07:00:00-04:00,0.10665789
2011-04-26 08:00:00-04:00,0.025669497
2011-04-26 09:00:00-04:00,0.1088412
2011-04-26 10:00:00-04:00,0.017101422
2011-04-26 11:00:00-04:00,0.00875347
2011-04-26 12:00:00-04:00,0.012805434
2011-04-26 13:00:00-04:00,0.007901561
2011-04-26 14:00:00-04:00,0.008957654
2011-04-26 15:00:00-04:00,0.0051959264
2011-04-26 16:00:00-04:00,0.005882686
2011-04-26 17:00:00-04:00,0.013346898
2011-04-26 18:00:00-04:00,0.07439376
2011-04-26 19:00:00-04:00,0.09858479
2011-04-26 20:00:00-04:00,0.08596463
2011-04-26 21:00:00-04:00,0.13350494
2011-04-26 22:00:00-04:00,0.06951696
2011-04-26 23:00:00-04:00,0.09718728
2011-04-27 00:00:00-04:00,0.1128808
2011-04-27 01:00:00-04:00,0.109383814
2011-04-27 02:00:00-04:00,0.119532056
2011-04-27 03:00:00-04:00,0.10350233
2011-04-27 04:00:00-04:00,0.11890825
2011-04-27 05:00:00-04:00,0.104616806
2011-04-27 06:00:00-04:00,0.08072868
2011-04-27 07:00:00-04:00,0.051154766
2011-04-27 08:00:00-04:00,0.048052214
2011-04-27 09:00:00-04:00,0.010190683
2011-04-27 10:00:00-04:00,0.008951507
2011-04-27 11:00:00-04:00,0.008334577
2011-04-27 12:00:00-04:00,0.009747737
2011-04-27 13:00:00-04:00,0.010107482
2011-04-27 14:00:00-04:00,0.0076266173
2011-04-27 15:00:00-04:00,0.009530528
2011-04-27 16:00:00-04:00,0.014409122
2011-04-27 17:00:00-04:00,0.015821196
2011-04-27 18:00:00-04:00,0.0529571
2011-04-27 19:00:00-04:00,0.09836406
2011-04-27 20:00:00-04:00,0.07258924
2011-04-27 21:00:00-04:00,0.10539139
2011-04-27 22:00:00-04:00,0.14790279
2011-04-27 23:00:00-04:00,0.090573296
2011-04-28 00:00:00-04:00,0.091067135
2011-04-28 01:00:00-04:00,0.08745207
