timestamp,apparent,active,
2011-04-18 17:13:03-04:00,283.23666,192,
2011-04-18 17:13:06-04:00,284.21332,193,
2011-04-18 17:13:09-04:00,284.60333,193,
2011-04-18 17:13:12-04:00,282.27,193,
2011-04-18 17:13:15-04:00,281.14,193,
2011-04-18 17:13:18-04:00,280.82,191,
2011-04-18 17:13:21-04:00,280.88666,195,
2011-04-18 17:13:24-04:00,280.78333,195,
2011-04-18 17:13:27-04:00,279.61,190,
2011-04-18 17:13:30-04:00,280.89667,189,
2011-04-18 17:13:33-04:00,280.04666,189,
2011-04-18 17:13:36-04:00,280.29666,192,
2011-04-18 17:13:39-04:00,281.63666,187,
2011-04-18 17:13:42-04:00,278.93668,186,
2011-04-18 17:13:45-04:00,280.44336,192,
2011-04-18 17:13:48-04:00,278.77002,192,
2011-04-18 17:13:51-04:00,282.47668,191,
2011-04-18 17:13:54-04:00,281.70667,190,
2011-04-18 17:13:57-04:00,282.2033,188,
2011-04-18 17:14:00-04:00,281.78998,191,
2011-04-18 17:14:03-04:00,281.04666,191,
2011-04-18 17:14:06-04:00,280.06665,189,
2011-04-18 17:14:09-04:00,283.82333,189,
2011-04-18 17:14:12-04:00,284.25,189,
2011-04-18 17:14:15-04:00,287.14667,194,
2011-04-18 17:14:18-04:00,282.64667,188,
2011-04-18 17:14:21-04:00,281.49335,186,
2011-04-18 17:14:24-04:00,283.69333,186,
2011-04-18 17:14:27-04:00,281.2,193,
2011-04-18 17:14:30-04:00,280.7,194,
2011-04-18 17:14:33-04:00,283.25,194,
2011-04-18 17:14:36-04:00,284.45,193,
2011-04-18 17:14:39-04:00,281.46667,193,
2011-04-18 17:14:42-04:00,284.9,193,
2011-04-18 17:14:45-04:00,281.285,193,
2011-04-18 17:14:48-04:00,286.63998,193,
2011-04-18 17:14:51-04:00,288.37,195,
2011-04-18 17:14:54-04:00,290.53668,196,
2011-04-18 17:14:57-04:00,287.14,196,
2011-04-18 17:15:00-04:00,285.78333,192,
2011-04-18 17:15:03-04:00,282.49335,193,
2011-04-18 17:15:06-04:00,286.92667,191,
2011-04-18 17:15:09-04:00,284.08002,191,
2011-04-18 17:15:12-04:00,282.59332,191,
2011-04-18 17:15:15-04:00,286.59,191,
2011-04-18 17:15:18-04:00,283.93335,189,
2011-04-18 17:15:21-04:00,285.91333,191,
2011-04-18 17:15:24-04:00,286.26334,194,
2011-04-18 17:15:27-04:00,284.39667,192,
2011-04-18 17:15:30-04:00,283.87,188,
2011-04-18 17:15:33-04:00,283.76,190,
2011-04-18 17:15:36-04:00,284.46667,192,
2011-04-18 17:15:39-04:00,282.59,192,
2011-04-18 17:15:42-04:00,280.75,194,
2011-04-18 17:15:45-04:00,284.86334,191,
2011-04-18 17:15:48-04:00,284.54666,195,
2011-04-18 17:15:51-04:00,284.57666,188,
2011-04-18 17:15:54-04:00,289.38,202,
2011-04-18 17:15:57-04:00,281.75,192,
2011-04-18 17:16:00-04:00,284.51334,193,
2011-04-18 17:16:03-04:00,285.26666,193,
2011-04-18 17:16:06-04:00,284.55334,200,
2011-04-18 17:16:09-04:00,282.03668,200,
2011-04-18 17:16:12-04:00,281.9,200,
2011-04-18 17:16:15-04:00,282.31332,193,
2011-04-18 17:16:18-04:00,280.87332,190,
2011-04-18 17:16:21-04:00,281.04,197,
2011-04-18 17:16:24-04:00,278.2,196,
2011-04-18 17:16:27-04:00,276.58,189,
2011-04-18 17:16:30-04:00,279.36002,203,
2011-04-18 17:16:33-04:00,279.44,203,
2011-04-18 17:16:36-04:00,278.35666,200,
2011-04-18 17:16:39-04:00,275.92667,188,
2011-04-18 17:16:42-04:00,277.57,190,
2011-04-18 17:16:45-04:00,278.36,191,
2011-04-18 17:16:48-04:00,281.06668,195,
2011-04-18 17:16:51-04:00,282.48666,195,
2011-04-18 17:16:54-04:00,283.96667,193,
2011-04-18 17:16:57-04:00,281.24667,193,
2011-04-18 17:17:00-04:00,280.83002,191,
2011-04-18 17:17:03-04:00,275.51334,191,
2011-04-18 17:17:06-04:00,275.73666,188,
2011-04-18 17:17:09-04:00,274.84332,188,
2011-04-18 17:17:12-04:00,275.12668,188,
2011-04-18 17:17:15-04:00,276.84,188,
2011-04-18 17:17:18-04:00,279.37668,191,
2011-04-18 17:17:21-04:00,281.59665,190,
2011-04-18 17:17:24-04:00,280.60333,191,
2011-04-18 17:17:27-04:00,281.15332,191,
2011-04-18 17:17:30-04:00,282.32666,198,
2011-04-18 17:17:33-04:00,282.40332,191,
2011-04-18 17:17:36-04:00,281.45334,189,
2011-04-18 17:17:39-04:00,281.19,189,
2011-04-18 17:17:42-04:00,276.74332,189,
2011-04-18 17:17:45-04:00,279.03333,193,
2011-04-18 17:17:48-04:00,281.29333,192,
2011-04-18 17:17:51-04:00,281.05334,192,
2011-04-18 17:17:54-04:00,279.35,192,
2011-04-18 17:17:57-04:00,282.72,192,
2011-04-18 17:18:00-04:00,280.86667,188,
2011-04-18 17:18:03-04:00,284.41998,193,
2011-04-18 17:18:06-04:00,283.62,195,
2011-04-18 17:18:09-04:00,283.06,195,
2011-04-18 17:18:12-04:00,276.04666,195,
2011-04-18 17:18:15-04:00,282.83002,196,
2011-04-18 17:18:18-04:00,281.90668,190,
2011-04-18 17:18:21-04:00,285.82333,191,
2011-04-18 17:18:24-04:00,282.62665,191,
2011-04-18 17:18:27-04:00,282.36,192,
2011-04-18 17:18:30-04:00,283.94666,189,
2011-04-18 17:18:33-04:00,284.37332,191,
2011-04-18 17:18:36-04:00,284.23,191,
2011-04-18 17:18:39-04:00,283.50333,197,
2011-04-18 17:18:42-04:00,287.23334,193,
2011-04-18 17:18:45-04:00,285.9,190,
2011-04-18 17:18:48-04:00,285.09998,190,
2011-04-18 17:18:51-04:00,289.81668,193,
2011-04-18 17:18:54-04:00,283.57333,192,
2011-04-18 17:18:57-04:00,285.96,192,
2011-04-18 17:19:00-04:00,285.55334,193,
2011-04-18 17:19:03-04:00,285.69333,192,
2011-04-18 17:19:06-04:00,287.51666,189,
2011-04-18 17:19:09-04:00,285.24335,189,
2011-04-18 17:19:12-04:00,284.96,189,
2011-04-18 17:19:15-04:00,288.05,198,
2011-04-18 17:19:18-04:00,284.81,194,
2011-04-18 17:19:21-04:00,284.97998,194,
2011-04-18 17:19:24-04:00,286.63666,190,
2011-04-18 17:19:27-04:00,289.46,200,
2011-04-18 17:19:30-04:00,286.96335,193,
2011-04-18 17:19:33-04:00,286.96332,195,
2011-04-18 17:19:36-04:00,290.19666,197,
2011-04-18 17:19:39-04:00,291.59,201,
2011-04-18 17:19:42-04:00,291.87332,199,
2011-04-18 17:19:45-04:00,285.96332,199,
2011-04-18 17:19:48-04:00,288.32666,194,
2011-04-18 17:19:51-04:00,288.70334,214,
2011-04-18 17:19:54-04:00,285.14667,196,
2011-04-18 17:19:57-04:00,288.54333,195,
2011-04-18 17:20:00-04:00,288.13666,194,
2011-04-18 17:20:03-04:00,286.31335,192,
2011-04-18 17:20:06-04:00,288.64334,192,
2011-04-18 17:20:09-04:00,284.69666,187,
2011-04-18 17:20:12-04:00,285.65332,187,
2011-04-18 17:20:15-04:00,285.17334,194,
2011-04-18 17:20:18-04:00,284.68,194,
2011-04-18 17:20:21-04:00,285.28333,196,
2011-04-18 17:20:24-04:00,284.75,196,
2011-04-18 17:20:27-04:00,285.65335,192,
2011-04-18 17:20:30-04:00,283.36667,190,
2011-04-18 17:20:33-04:00,280.21332,189,
2011-04-18 17:20:36-04:00,283.60666,192,
2011-04-18 17:20:39-04:00,285.50665,192,
2011-04-18 17:20:42-04:00,285,191,
2011-04-18 17:20:45-04:00,286.75,192,
2011-04-18 17:20:48-04:00,287.55334,197,
2011-04-18 17:20:51-04:00,286.09668,189,
2011-04-18 17:20:54-04:00,285.94333,191,
2011-04-18 17:20:57-04:00,285.69666,190,
2011-04-18 17:21:00-04:00,285.40668,202,
2011-04-18 17:21:03-04:00,286.36002,202,
2011-04-18 17:21:06-04:00,286.69,190,
2011-04-18 17:21:09-04:00,285.23334,190,
2011-04-18 17:21:12-04:00,284.03668,190,
2011-04-18 17:21:15-04:00,284.83334,193,
2011-04-18 17:21:18-04:00,284.4267,193,
2011-04-18 17:21:21-04:00,283.89667,194,
2011-04-18 17:21:24-04:00,278.89667,189,
2011-04-18 17:21:27-04:00,289.78,190,
2011-04-18 17:21:30-04:00,288.97333,194,
2011-04-18 17:21:33-04:00,285.62668,195,
2011-04-18 17:21:36-04:00,285.22998,195,
2011-04-18 17:21:39-04:00,286.25333,194,
2011-04-18 17:21:42-04:00,284.44333,196,
2011-04-18 17:21:45-04:00,284.20334,191,
2011-04-18 17:21:48-04:00,285.24332,197,
2011-04-18 17:21:51-04:00,279.12,187,
2011-04-18 17:21:54-04:00,278.63998,192,
2011-04-18 17:21:57-04:00,286.71332,193,
2011-04-18 17:22:00-04:00,285.02667,193,
2011-04-18 17:22:03-04:00,284.73334,191,
2011-04-18 17:22:06-04:00,285.6,194,
2011-04-18 17:22:09-04:00,284.83334,194,
2011-04-18 17:22:12-04:00,284.93335,194,
2011-04-18 17:22:15-04:00,285.6,190,
2011-04-18 17:22:18-04:00,285.22998,195,
2011-04-18 17:22:21-04:00,285.14,191,
2011-04-18 17:22:24-04:00,286.30334,193,
2011-04-18 17:22:27-04:00,285.7,198,
2011-04-18 17:22:30-04:00,284.15002,198,
2011-04-18 17:22:33-04:00,285.31,190,
2011-04-18 17:22:36-04:00,287.45667,194,
2011-04-18 17:22:39-04:00,288.42,194,
2011-04-18 17:22:42-04:00,290.21332,194,
2011-04-18 17:22:45-04:00,290.06335,201,
2011-04-18 17:22:48-04:00,289.4167,197,
2011-04-18 17:22:51-04:00,289.68668,195,
2011-04-18 17:22:54-04:00,288.36667,195,
2011-04-18 17:22:57-04:00,291.94,199,
2011-04-18 17:23:00-04:00,289.37,199,
2011-04-18 17:23:03-04:00,292.31665,196,
2011-04-18 17:23:06-04:00,295.46335,212,
2011-04-18 17:23:09-04:00,294.0833,212,
2011-04-18 17:23:12-04:00,289.59,212,
2011-04-18 17:23:15-04:00,291.06,192,
2011-04-18 17:23:18-04:00,290.90332,195,
2011-04-18 17:23:21-04:00,283.57666,200,
2011-04-18 17:23:24-04:00,279.90332,195,
2011-04-18 17:23:27-04:00,287.16998,195,
2011-04-18 17:23:30-04:00,287.52667,195,
2011-04-18 17:23:33-04:00,286.72333,194,
2011-04-18 17:23:36-04:00,289.06332,196,
2011-04-18 17:23:39-04:00,286.09332,194,
2011-04-18 17:23:42-04:00,287.14667,198,
2011-04-18 17:23:45-04:00,285.88333,196,
2011-04-18 17:23:48-04:00,286.61667,194,
2011-04-18 17:23:51-04:00,283.36667,194,
2011-04-18 17:23:54-04:00,279.72,191,
2011-04-18 17:23:57-04:00,283.46,192,
2011-04-18 17:24:00-04:00,289.71,197,
2011-04-18 17:24:03-04:00,291.05334,194,
2011-04-18 17:24:06-04:00,288.76,198,
2011-04-18 17:24:09-04:00,286.89334,198,
2011-04-18 17:24:12-04:00,285.79666,198,
2011-04-18 17:24:15-04:00,287.36334,196,
2011-04-18 17:24:18-04:00,287.31332,199,
2011-04-18 17:24:21-04:00,282.59332,186,
2011-04-18 17:24:24-04:00,287.53,186,
2011-04-18 17:24:27-04:00,286.11,193,
2011-04-18 17:24:30-04:00,285.63666,193,
2011-04-18 17:24:33-04:00,286.51334,201,
2011-04-18 17:24:36-04:00,286.16,197,
2011-04-18 17:24:39-04:00,288.75,196,
2011-04-18 17:24:42-04:00,289.24335,191,
2011-04-18 17:24:45-04:00,293.45667,190,
2011-04-18 17:24:48-04:00,288.62332,190,
2011-04-18 17:24:51-04:00,285.30667,192,
2011-04-18 17:24:54-04:00,284.23334,190,
2011-04-18 17:24:57-04:00,289.61334,191,
2011-04-18 17:25:00-04:00,290.06668,196,
